,Title,Views,Date_Time,Video_Link,Thumbnail_Link
29,What Is Technical Scripter? Content Writing Event by GeeksforGeeks,1.3K views,1 month ago,https://www.youtube.com//watch?v=qvaofiGA8-s,https://i.ytimg.com/vi/qvaofiGA8-s/hqdefault.jpg
30,DSA In Java | Heap 01 | Java in One Shot | Heap in Java,5.7K views,1 month ago,https://www.youtube.com//watch?v=i8X7cLJXsro,https://i.ytimg.com/vi/i8X7cLJXsro/hqdefault.jpg
31,Winter Training  with IBM Certification + New Kolkata GfG Centre Announcement,1.3K views,1 month ago,https://www.youtube.com//watch?v=1OMLZOU2kO4,https://i.ytimg.com/vi/1OMLZOU2kO4/hqdefault.jpg
32,Get a Job as a Data Analyst Before 2026 Starts | Complete Roadmap,6.9K views,1 month ago,https://www.youtube.com//watch?v=ZJbcFh1p9XQ,https://i.ytimg.com/vi/ZJbcFh1p9XQ/hqdefault.jpg
33,How to Prepare for Google SDE? Complete Roadmap & Strategy,7.8K views,1 month ago,https://www.youtube.com//watch?v=P6DUaCduOJs,https://i.ytimg.com/vi/P6DUaCduOJs/hqdefault.jpg
34,Big Update Free Courses Ending Soon? | GfG National Skill Up,25K views,1 month ago,https://www.youtube.com//watch?v=1Rf7TX8DVrs,https://i.ytimg.com/vi/1Rf7TX8DVrs/hqdefault.jpg
35,How AI Will Change the Future of Coding? | Must-Watch,1.7K views,1 month ago,https://www.youtube.com//watch?v=BllT333UxSM,https://i.ytimg.com/vi/BllT333UxSM/hqdefault.jpg
36,DSA In Java | Binary Search Tree 02 | Java in One Shot | Binary Search Tree in Java,3K views,1 month ago,https://www.youtube.com//watch?v=Cc4z3N33KFc,https://i.ytimg.com/vi/Cc4z3N33KFc/hqdefault.jpg
37,React Hacked: Understanding the React2Shell Vulnerability Explained,11K views,1 month ago,https://www.youtube.com//watch?v=_mzp1oCDn6M,https://i.ytimg.com/vi/_mzp1oCDn6M/hqdefault.jpg
38,DSA In Java | Binary Search Tree 01 | Java in One Shot | Binary Search Tree in Java,3.5K views,1 month ago,https://www.youtube.com//watch?v=lDAGfNUrzRQ,https://i.ytimg.com/vi/lDAGfNUrzRQ/hqdefault.jpg
39,India Most Affordable NIMCET Test Series | NIMCET 2026 Test Series | NIMCET 2026 Preparation,2K views,1 month ago,https://www.youtube.com//watch?v=Vso3l9IS_J0,https://i.ytimg.com/vi/Vso3l9IS_J0/hqdefault.jpg
40,AI Chips in Space by 2027? !  Google’s Crazy Plan Explained!,1.2K views,1 month ago,https://www.youtube.com//watch?v=6xVqnYQbukg,https://i.ytimg.com/vi/6xVqnYQbukg/hqdefault.jpg
41,DSA In Java | Binary Tree 02 | Java in One Shot | Binary in Java,4.9K views,1 month ago,https://www.youtube.com//watch?v=_BkqFXyKt2E,https://i.ytimg.com/vi/_BkqFXyKt2E/hqdefault.jpg
42,DSA Roadmap | How To Learn DSA | DSA Placement Preparation | DSA Placement Course,6.6K views,1 month ago,https://www.youtube.com//watch?v=gVjV8MQqt1I,https://i.ytimg.com/vi/gVjV8MQqt1I/hqdefault.jpg
43,Let’s Try Google Antigravity | How Google Antigravity Works?,4.3K views,1 month ago,https://www.youtube.com//watch?v=Mz_epTVBIRE,https://i.ytimg.com/vi/Mz_epTVBIRE/hqdefault.jpg
44,How to Crack Infosys Specialist Programmer Interview 2026 | 21LPA+ for FRESHERS!,64K views,2 months ago,https://www.youtube.com//watch?v=pGtOywgTsLQ,https://i.ytimg.com/vi/pGtOywgTsLQ/hqdefault.jpg
45,What Is SQL? | Learn Basic SQL In 10 Minutes,2.3K views,2 months ago,https://www.youtube.com//watch?v=TCDPG3cWVL8&pp=0gcJCXwKAYcqIYzv,https://i.ytimg.com/vi/TCDPG3cWVL8/hqdefault.jpg
46,DSA In Java | Binary Tree 01 | Java in One Shot | Binary in Java,9.7K views,2 months ago,https://www.youtube.com//watch?v=xpyAAGIezVA,https://i.ytimg.com/vi/xpyAAGIezVA/hqdefault.jpg
47,Lost in 2nd & 3rd Year? Watch This Before It Gets Worse,38K views,2 months ago,https://www.youtube.com//watch?v=JcWqS-ikDjM,https://i.ytimg.com/vi/JcWqS-ikDjM/hqdefault.jpg
48,Tech Skills to Learn in 2026 | GfG Black Friday Surprise | ULTIMATE Career Upskilling Roadmap,2.9K views,2 months ago,https://www.youtube.com//watch?v=UxBsPMIYHvU,https://i.ytimg.com/vi/UxBsPMIYHvU/hqdefault.jpg
49,"All About Hackathons | How to Find, Participate & Win! | Hackathon Success Secrets",22K views,2 months ago,https://www.youtube.com//watch?v=o6YzZvQfVqE,https://i.ytimg.com/vi/o6YzZvQfVqE/hqdefault.jpg
50,DSA In Java | Queues | Java in One Shot | Queues in Java,6.5K views,2 months ago,https://www.youtube.com//watch?v=Wx02SYibTQ8,https://i.ytimg.com/vi/Wx02SYibTQ8/hqdefault.jpg
51,Gemini 3 Just Crushed Everything! How One Model Changed It All,4.4K views,2 months ago,https://www.youtube.com//watch?v=XVxFc-HuK5A,https://i.ytimg.com/vi/XVxFc-HuK5A/hqdefault.jpg
52,Worried About Data Science Competition? Real Strategies to Stand Out,722 views,2 months ago,https://www.youtube.com//watch?v=7H1Zdy6-TGc,https://i.ytimg.com/vi/7H1Zdy6-TGc/hqdefault.jpg
53,Is Coding Just a Strategy Game? Let’s Break It Down!,2.4K views,2 months ago,https://www.youtube.com//watch?v=9_IdhO9IicU&pp=0gcJCXwKAYcqIYzv,https://i.ytimg.com/vi/9_IdhO9IicU/hqdefault.jpg
54,DSA In Java | Stacks | Java in One Shot | Stacks in Java,13K views,2 months ago,https://www.youtube.com//watch?v=aM5HOT7IxWE,https://i.ytimg.com/vi/aM5HOT7IxWE/hqdefault.jpg
55,Web 4.O Is Coming? | The Internet You Won’t Recognize,8.5K views,2 months ago,https://www.youtube.com//watch?v=UJmSfYCYqQ8,https://i.ytimg.com/vi/UJmSfYCYqQ8/hqdefault.jpg
56,DSA In Java | Linked List Part 2 | Java in One Shot | Linked List in Java,12K views,2 months ago,https://www.youtube.com//watch?v=BouH1UmDabE,https://i.ytimg.com/vi/BouH1UmDabE/hqdefault.jpg
57,NIMCET 2026 Preparation | How To Become NIMCET AIR -1? | NIMCET Roadmap,14K views,2 months ago,https://www.youtube.com//watch?v=dQkZBtTLHWo,https://i.ytimg.com/vi/dQkZBtTLHWo/hqdefault.jpg
58,Book Your First 1:1 Session | GeeksforGeeks Connect,1.2K views,2 months ago,https://www.youtube.com//watch?v=j2Vttb0oc-4,https://i.ytimg.com/vi/j2Vttb0oc-4/hqdefault.jpg
59,How Large Banks Use AI? | Generative AI & Machine Learning in Banking,767 views,2 months ago,https://www.youtube.com//watch?v=e-o5BFeYVmc,https://i.ytimg.com/vi/e-o5BFeYVmc/hqdefault.jpg
60,Complete MERN Stack Developer Roadmap For Beginners (2026),9.4K views,2 months ago,https://www.youtube.com//watch?v=o2HSY9j4Y9M,https://i.ytimg.com/vi/o2HSY9j4Y9M/hqdefault.jpg
61,What Is GfG Connect? | How To Use GfG Connect? | Complete Details ,6K views,2 months ago,https://www.youtube.com//watch?v=8-iCIl4pLVk&pp=0gcJCXwKAYcqIYzv,https://i.ytimg.com/vi/8-iCIl4pLVk/hqdefault.jpg
62,Your Tech Interview Preparation Journey Just Got Easier!,772 views,2 months ago,https://www.youtube.com//watch?v=WvkkNLGKIss,https://i.ytimg.com/vi/WvkkNLGKIss/hqdefault.jpg
63,Is Maths Required for Coding? | Coding Tips for Beginners,3.5K views,2 months ago,https://www.youtube.com//watch?v=VsgAPjAszUY,https://i.ytimg.com/vi/VsgAPjAszUY/hqdefault.jpg
64,How To Create a Resume: Step-by-Step Guide,2.2K views,2 months ago,https://www.youtube.com//watch?v=vdclmE4Sb_w,https://i.ytimg.com/vi/vdclmE4Sb_w/hqdefault.jpg
65,How to Succeed as a Self-Taught Programmers | Real Advice for Coders | Self-Taught Programmers,6.3K views,3 months ago,https://www.youtube.com//watch?v=ucPQKSUYAGc,https://i.ytimg.com/vi/ucPQKSUYAGc/hqdefault.jpg
66,21 project 21 days | Building a Natural Language to SQL Generator,2.6K views,3 months ago,https://www.youtube.com//watch?v=yrlzEHvNGiI,https://i.ytimg.com/vi/yrlzEHvNGiI/hqdefault.jpg
67,How To Get 75 + Marks In GATE 2026 Last 90 Days Strategy | GATE 2026 Preparation,9.5K views,3 months ago,https://www.youtube.com//watch?v=bOwppKopEgE,https://i.ytimg.com/vi/bOwppKopEgE/hqdefault.jpg
68,21 project 21 days | Building a Digit Recognizer from Scratch,1.9K views,3 months ago,https://www.youtube.com//watch?v=72w86hJgCXc,https://i.ytimg.com/vi/bOwppKopEgE/hqdefault.jpg
69,Python Roadmap 2026 | Complete Python Programming Roadmap (Zero to Expert) 🐍,6.6K views,3 months ago,https://www.youtube.com//watch?v=somNnc2OYn0,https://i.ytimg.com/vi/bOwppKopEgE/hqdefault.jpg
70,"21 Projects, 21 Days | An Inside Look at Netflix's Content Strategy",2.2K views,3 months ago,https://www.youtube.com//watch?v=ahVJjETyEH4,https://i.ytimg.com/vi/bOwppKopEgE/hqdefault.jpg
71,C vs C++: Which Is Better for You? | What coding language should you learn?,4.1K views,3 months ago,https://www.youtube.com//watch?v=hgT_U0yv8cc,https://i.ytimg.com/vi/bOwppKopEgE/hqdefault.jpg
72,Start Your Gen AI Journey: 3 Easy Beginner Steps!,1.4K views,3 months ago,https://www.youtube.com//watch?v=Vi-nm4RmA2Q,https://i.ytimg.com/vi/bOwppKopEgE/hqdefault.jpg
73,"Nation SkillUp Free Courses Coming | Gen AI, C# And Many More",19K views,3 months ago,https://www.youtube.com//watch?v=KkFpeC2yi34,https://i.ytimg.com/vi/bOwppKopEgE/hqdefault.jpg
74,How to Choose the Right AI Solution? | Top Tips for Selecting AI Tools & Solutions in 2025,1.2K views,3 months ago,https://www.youtube.com//watch?v=rMAi3arpil0,https://i.ytimg.com/vi/bOwppKopEgE/hqdefault.jpg
75,DSA In Java | Linked List | Java in One Shot | Linked List in Java,29K views,3 months ago,https://www.youtube.com//watch?v=vMbyRcCabig,https://i.ytimg.com/vi/bOwppKopEgE/hqdefault.jpg
76,Not Getting Data Science Jobs? | New Era Begins,25K views,3 months ago,https://www.youtube.com//watch?v=XDCHv76ZgXA,https://i.ytimg.com/vi/bOwppKopEgE/hqdefault.jpg
77,How to start coding In 2026? | Learn Programming for Beginners,16K views,4 months ago,https://www.youtube.com//watch?v=V_rCqfmT1ZE,https://i.ytimg.com/vi/bOwppKopEgE/hqdefault.jpg
78,DSA In Java | Object Oriented Programming | OOP | Java in One Shot | OOP in Java,33K views,4 months ago,https://www.youtube.com//watch?v=BPABIrkX50M,https://i.ytimg.com/vi/bOwppKopEgE/hqdefault.jpg
79,GATE 2026 Crash Course by GeeksforGeeks | Complete Syllabus & Strategy,3.2K views,4 months ago,https://www.youtube.com//watch?v=c3UJ5oM4JWc,https://i.ytimg.com/vi/bOwppKopEgE/hqdefault.jpg
80,What to do after BCA? Job vs MCA | Best Career Options After BCA,36K views,4 months ago,https://www.youtube.com//watch?v=9Xkp9lXuoKo,https://i.ytimg.com/vi/9Xkp9lXuoKo/hqdefault.jpg
81,Paid Batches Vs Free Batches | Which Is Better?,6.1K views,4 months ago,https://www.youtube.com//watch?v=bGxHQJ48uWE,https://i.ytimg.com/vi/bGxHQJ48uWE/hqdefault.jpg
82,DSA In Java | Cyclic Sort | Java in One Shot | Cyclic Sort in Java,7.1K views,4 months ago,https://www.youtube.com//watch?v=LLcjZ768dik,https://i.ytimg.com/vi/LLcjZ768dik/hqdefault.jpg
83,Resume Mistakes you must avoid | Why Your Resume Is Getting Rejected,1.5K views,4 months ago,https://www.youtube.com//watch?v=RgxuZNfCLmM,https://i.ytimg.com/vi/RgxuZNfCLmM/hqdefault.jpg
84,"How To Crack India's First AI Unicorn? | Skills, Interview & Growth Tips",1.7K views,4 months ago,https://www.youtube.com//watch?v=hLVF_dxkGbE,https://i.ytimg.com/vi/hLVF_dxkGbE/hqdefault.jpg
85,DSA In Java | Merge Sort | Java in One Shot | Merge Sort in Java,10K views,4 months ago,https://www.youtube.com//watch?v=w9ezyAKdT44,https://i.ytimg.com/vi/w9ezyAKdT44/hqdefault.jpg
86,What Is Data Science? | The Complete Data Science Roadmap | How To Become Data Scientist?,4.5K views,4 months ago,https://www.youtube.com//watch?v=1GlL2xdktr8&pp=0gcJCXwKAYcqIYzv,https://i.ytimg.com/vi/1GlL2xdktr8/hqdefault.jpg
87,Data Science FAQs | Answer of All Your Questions,1.5K views,4 months ago,https://www.youtube.com//watch?v=Zr3OzW7On6I,https://i.ytimg.com/vi/Zr3OzW7On6I/hqdefault.jpg
88,"If I had to learn DSA again , I'd do this | Complete DSA Roadmap | DSA Roadmap For Internships",278K views,4 months ago,https://www.youtube.com//watch?v=Yu73bNO0ITU,https://i.ytimg.com/vi/Yu73bNO0ITU/hqdefault.jpg
89,DSA In Java | Recursion Part 2 | Java in One Shot | Recursion Part 2 in Java,17K views,4 months ago,https://www.youtube.com//watch?v=hJmHJSyGAaI,https://i.ytimg.com/vi/hJmHJSyGAaI/hqdefault.jpg
90,"Teacher Day Celebration 2025 🎉| Fun, Joy & Surprises Together❤️ #teachersdaywithgfg",1.2K views,4 months ago,https://www.youtube.com//watch?v=QpAf49_SBAs,https://i.ytimg.com/vi/QpAf49_SBAs/hqdefault.jpg
91,What is Generative AI? | Generative AI Roadmap For Absolute Beginners 🔥,1.7K views,4 months ago,https://www.youtube.com//watch?v=hbRgHyHNVag&pp=0gcJCXwKAYcqIYzv,https://i.ytimg.com/vi/hbRgHyHNVag/hqdefault.jpg
92,I reviewed 100+ resumes so that you can avoid these Resume Mistakes + Free Template!,3.2K views,4 months ago,https://www.youtube.com//watch?v=tnqPUh0YuBE,https://i.ytimg.com/vi/tnqPUh0YuBE/hqdefault.jpg
93,DSA In Java | Recursion Part 1 | Java in One Shot | Recursion Part 1 in Java,34K views,4 months ago,https://www.youtube.com//watch?v=UTutbbpOLgE,https://i.ytimg.com/vi/UTutbbpOLgE/hqdefault.jpg
94,Communication and Interpersonal Skills Explained | How to Improve Fast,2.2K views,4 months ago,https://www.youtube.com//watch?v=dn60Buj8tbA,https://i.ytimg.com/vi/dn60Buj8tbA/hqdefault.jpg
95,Why you should Learn ML in 2025? | The Complete Machine Learning Roadmap,2.9K views,4 months ago,https://www.youtube.com//watch?v=gmxUueRo97U,https://i.ytimg.com/vi/gmxUueRo97U/hqdefault.jpg
96,Top MCA Colleges in India with Highest Placements & Lowest Fees!,13K views,5 months ago,https://www.youtube.com//watch?v=bvGvRoAeLbg,https://i.ytimg.com/vi/bvGvRoAeLbg/hqdefault.jpg
97,Top 5 ways to get rejected in Interviews! ❌,4.8K views,5 months ago,https://www.youtube.com//watch?v=LmjCc5ynAL0,https://i.ytimg.com/vi/LmjCc5ynAL0/hqdefault.jpg
98,Why are you even learning coding when AI does it all?,87K views,5 months ago,https://www.youtube.com//watch?v=WNPS6wVAKDw,https://i.ytimg.com/vi/WNPS6wVAKDw/hqdefault.jpg
99,Learn Data Science by Doing: 21 Projects in 21 Days Challenge!,4.7K views,5 months ago,https://www.youtube.com//watch?v=YBMv3CtzHbg,https://i.ytimg.com/vi/YBMv3CtzHbg/hqdefault.jpg
100,NIMCET Preparation | NIMCET Logarithm PYQ | Logarithm | NIMCET Mathematics | NIMCET Roadmap,2.6K views,5 months ago,https://www.youtube.com//watch?v=ATq9HSG2OXQ,https://i.ytimg.com/vi/ATq9HSG2OXQ/hqdefault.jpg
101,DSA In Java | 2D Arrays | Java in One Shot | 2D Arrays in Java,27K views,5 months ago,https://www.youtube.com//watch?v=ohIucTEqkVk,https://i.ytimg.com/vi/ohIucTEqkVk/hqdefault.jpg
102,5 Levels to Master Data Science | How to Master Data Science in 5 Simple Levels,1.5K views,5 months ago,https://www.youtube.com//watch?v=CKhNCF623eQ&pp=0gcJCXwKAYcqIYzv,https://i.ytimg.com/vi/CKhNCF623eQ/hqdefault.jpg
103,Top 15 VS Code Extensions to Boost your Preparation! 🚀,5.4K views,5 months ago,https://www.youtube.com//watch?v=DPy0-aylwRA&pp=0gcJCXwKAYcqIYzv,https://i.ytimg.com/vi/DPy0-aylwRA/hqdefault.jpg
104,Nation SkillUp Free Courses | Big Updates Released!,14K views,5 months ago,https://www.youtube.com//watch?v=T2_ivhrauzk,https://i.ytimg.com/vi/T2_ivhrauzk/hqdefault.jpg
105,NIMCET Preparation | NIMCET PYQ | Quadratic Equations | NIMCET Mathematics | NIMCET Roadmap,5.9K views,5 months ago,https://www.youtube.com//watch?v=0PJipN9EhA0,https://i.ytimg.com/vi/0PJipN9EhA0/hqdefault.jpg
106,Beginner’s Guide to Soft Skills: Boost Your Career Success,4.1K views,5 months ago,https://www.youtube.com//watch?v=aRUvhkkcLAQ,https://i.ytimg.com/vi/aRUvhkkcLAQ/hqdefault.jpg
107,DSA In Java | Strings | Java in One Shot | Strings in Java,47K views,5 months ago,https://www.youtube.com//watch?v=bIyit0VaJp8,https://i.ytimg.com/vi/bIyit0VaJp8/hqdefault.jpg
108,NIMCET 2026 Preparation | NIMCET PYQ | NIMCET Free PYQ Series | NIMCET Big Announcement,2.8K views,5 months ago,https://www.youtube.com//watch?v=_lUDvHwi7l0,https://i.ytimg.com/vi/_lUDvHwi7l0/hqdefault.jpg
109,DSA In Java | Binary Search | Java in One Shot | Binary Search in Java,38K views,5 months ago,https://www.youtube.com//watch?v=GeO3HQNnpoE,https://i.ytimg.com/vi/GeO3HQNnpoE/hqdefault.jpg
110,0 to AI Engineer Roadmap! 🚀,66K views,5 months ago,https://www.youtube.com//watch?v=YWV_ly5qSKs,https://i.ytimg.com/vi/YWV_ly5qSKs/hqdefault.jpg
111,DSA Roadmap | DSA Preparation Strategy | Big New For DSA ( Placement Tayyari With DSA ),12K views,5 months ago,https://www.youtube.com//watch?v=VwCG3slCNc4&pp=0gcJCXwKAYcqIYzv,https://i.ytimg.com/vi/VwCG3slCNc4/hqdefault.jpg
112,Big New For Gen AI & Data Science | Big Surprise? | Important Announcement,1.3K views,5 months ago,https://www.youtube.com//watch?v=QC9JlMqiW84,https://i.ytimg.com/vi/QC9JlMqiW84/hqdefault.jpg
113,Big Surprise For NIMCET 2026 Exam | NIMCET 2026 Preparation | NIMCET 2026 Roadmap | NIMCET 2026,3.9K views,5 months ago,https://www.youtube.com//watch?v=sZZr4ZIogWg&pp=0gcJCXwKAYcqIYzv,https://i.ytimg.com/vi/sZZr4ZIogWg/hqdefault.jpg
114,"DSA In Java | Bubble, Selection & Insertion Sort | Java in One Shot |Bubble & Selection Sort in Java",44K views,5 months ago,https://www.youtube.com//watch?v=Aa5gV3o7Rno,https://i.ytimg.com/vi/Aa5gV3o7Rno/hqdefault.jpg
115,Why GPT-5 Might Be a Game-Changer for Coders 🚀 | GPT-5 is here... Can it win back programmers?,1.8K views,5 months ago,https://www.youtube.com//watch?v=YP6LdlkAtrI,https://i.ytimg.com/vi/YP6LdlkAtrI/hqdefault.jpg
116,DSA In Java | Time & Space Complexity | Java in One Shot | Time & Space Complexity in Java,34K views,5 months ago,https://www.youtube.com//watch?v=s1OHQ1kNHsM,https://i.ytimg.com/vi/s1OHQ1kNHsM/hqdefault.jpg
117,DSA In Java | Arrays | Java in One Shot | Arrays in Java | Java Course,135K views,5 months ago,https://www.youtube.com//watch?v=_MwptrixhCs,https://i.ytimg.com/vi/_MwptrixhCs/hqdefault.jpg
118,Zero to Job Ready | 2025 Front-End Development Complete Roadmap! 🚸🚀,21K views,5 months ago,https://www.youtube.com//watch?v=YOqXO2oHU0k,https://i.ytimg.com/vi/YOqXO2oHU0k/hqdefault.jpg
119,Job -a -Thon | How To apply ? | What is Job -a -Thon | Quarterly Hiring Challenge By GfG,4.8K views,5 months ago,https://www.youtube.com//watch?v=5Z3hXxIGn-0,https://i.ytimg.com/vi/5Z3hXxIGn-0/hqdefault.jpg
120,DSA In Java | Methods | Java in One Shot | Methods in Java | Java Course,34K views,5 months ago,https://www.youtube.com//watch?v=NDO_hnHrsTk&pp=0gcJCXwKAYcqIYzv,https://i.ytimg.com/vi/NDO_hnHrsTk/hqdefault.jpg
121,Broke in College? Try This to Start Earning! 🤑🚀,10K views,5 months ago,https://www.youtube.com//watch?v=5Lv7oVdsO58,https://i.ytimg.com/vi/5Lv7oVdsO58/hqdefault.jpg
122,BCA 1st Year Complete Roadmap | What To Do In College 1st Year?,47K views,5 months ago,https://www.youtube.com//watch?v=c_3mbWpvjr4,https://i.ytimg.com/vi/c_3mbWpvjr4/hqdefault.jpg
123,DSA In Java | Pattern Printing | Java in One Shot | Pattern Printing in Java | Java Course,47K views,5 months ago,https://www.youtube.com//watch?v=ml5hopd2Ycw,https://i.ytimg.com/vi/ml5hopd2Ycw/hqdefault.jpg
124,Semester Exam Over! 10 Productive Things To Do Next,1.4K views,5 months ago,https://www.youtube.com//watch?v=MvsthFGHauI,https://i.ytimg.com/vi/MvsthFGHauI/hqdefault.jpg
125,How I’d Learn AI in 2025: My Ultimate Roadmap for Beginners,1.9K views,5 months ago,https://www.youtube.com//watch?v=3BIepYQF30s,https://i.ytimg.com/vi/3BIepYQF30s/hqdefault.jpg
